0,1,2,3,4,5,6,7,8,9
0.9947319,1.5654279e-10,2.1125493e-06,4.2378437e-10,8.483319e-08,3.7619682e-07,1.611157e-05,3.6255572e-06,2.4070343e-06,0.0052432828
9.029159e-09,1.7547362e-06,2.598029e-09,1.2022715e-06,5.6855573e-05,4.1643947e-05,3.102838e-10,0.9297923,9.43716e-05,0.0700119
1.4713864e-05,0.9626941,0.00089192815,0.0003047937,0.015308773,0.005945186,0.000983399,0.004058804,0.0078679845,0.0019303598
2.739247e-07,0.99985313,0.00010955468,4.347257e-09,6.65494e-07,1.1767941e-08,6.8496342e-06,1.460293e-05,1.4921415e-05,2.6866314e-09
6.3267926e-08,0.001114988,8.847765e-06,0.019453168,0.6039968,0.0006273987,2.1786154e-06,0.0016026562,0.03634061,0.3368533
1.2900277e-06,6.677121e-11,7.673026e-10,4.2146144e-06,7.4565614e-05,8.217569e-05,1.1640058e-09,1.2456596e-05,1.7623004e-05,0.9998077
9.458649e-08,9.939674e-07,8.873337e-07,8.0803915e-07,0.98143727,3.8910794e-06,2.1322887e-06,2.8770177e-05,9.619631e-05,0.018428942
1.6037342e-08,1.7846217e-08,1.1769615e-07,0.88886833,7.924484e-08,0.0063502286,3.0986158e-12,0.0007387594,0.0010428004,0.10299971
2.2699139e-12,1.9808997e-10,6.256905e-11,2.2720183e-10,0.9999075,4.2500323e-09,3.9416012e-10,4.2835392e-08,1.1418822e-07,9.240976e-05
0.00017645178,0.00075972365,0.00567827,9.8496115e-05,7.9969294e-07,0.0025066303,4.2802236e-05,4.140407e-06,0.9906669,6.5850625e-05
2.2326025e-08,1.3708966e-12,1.0,8.148097e-10,3.973103e-16,6.9778805e-12,5.8515687e-13,5.926121e-14,2.5694814e-14,1.511452e-10
0.000613683,2.462899e-07,0.99439734,0.00010852561,8.407015e-07,0.004728748,4.6301916e-06,4.964873e-06,2.236252e-05,0.000118638396
7.431603e-07,0.99946856,3.5055647e-05,2.3889053e-08,6.385505e-06,5.3690843e-07,1.939388e-05,8.113787e-05,0.00038525372,2.8209759e-06
0.00014052846,1.7718901e-06,1.2837406e-06,4.973228e-07,2.390123e-07,0.00012629133,3.5904761e-06,0.00014836805,0.9956175,0.003959912
1.6972079e-08,1.7075449e-07,1.0840624e-08,5.942336e-06,0.0025322372,0.00014910572,4.4768957e-09,0.6474704,7.9650505e-05,0.34976244
0.5902219,1.6746203e-06,0.0005831387,0.0020075224,1.3128881e-05,0.402311,5.3199434e-05,5.1867323e-06,5.2061196e-06,0.0047981474
2.1287365e-06,5.6535395e-08,2.3541008e-06,0.0005198055,2.8308758e-08,2.2702898e-05,9.649967e-09,0.00014586655,0.99317396,0.006133034
1.3496239e-06,0.99940234,0.00020807021,4.4914398e-08,4.657734e-06,4.8474046e-08,1.6997641e-05,0.0003456084,2.037008e-05,5.056451e-07
0.98274976,1.1368292e-12,1.0426169e-05,5.489563e-09,4.6283327e-10,1.8846423e-07,0.00057731156,5.483058e-07,9.839977e-09,0.016661793
0.008999122,1.2191422e-06,3.088617e-05,0.0010216899,0.002205331,0.09320196,1.3325275e-07,0.7728785,2.217235e-06,0.12165894
1.5565379e-06,4.393521e-07,2.0219608e-07,8.252513e-11,8.238243e-06,7.6508804e-05,0.9998179,4.2348083e-12,9.51246e-05,4.651726e-08
3.912004e-05,6.4946153e-06,2.023649e-05,0.5732023,4.3446755e-07,0.42091495,1.573255e-07,2.8414108e-05,0.001265499,0.0045224135
1.649334e-08,3.351228e-07,8.605893e-06,8.791423e-05,2.273497e-09,5.633521e-07,1.9487816e-11,0.99981904,6.3038976e-07,8.2946266e-05
3.5273574e-06,3.9378046e-05,8.552494e-07,0.004526587,0.0009546721,0.0073973085,2.2578292e-06,0.9614719,0.00012783222,0.025475655
2.3542559e-07,1.6902102e-07,2.0680824e-05,5.5366192e-05,0.018997535,0.9645079,0.0012677271,6.269654e-06,0.0019159699,0.013228093
9.615336e-06,5.217668e-05,0.00014315941,3.959674e-07,6.686831e-07,2.0405869e-06,1.7822961e-06,1.5645536e-06,0.9997534,3.517656e-05
2.0095304e-06,1.8169546e-08,2.0424716e-07,8.796994e-07,1.276407e-07,8.166312e-06,4.7540897e-08,2.7280362e-07,0.9742851,0.025703045
2.02432e-07,6.7206606e-06,4.289738e-08,7.673605e-06,0.0042554005,0.00012170555,1.4409633e-07,0.00040795634,0.0011813046,0.99401885
0.99017143,7.496602e-08,0.0060062143,3.6940995e-07,5.4586526e-09,3.9501832e-05,0.0018666186,7.435309e-09,1.5261743e-07,0.0019155986
0.6165591,1.9632456e-05,0.005024978,0.0030174418,3.83852e-06,0.37485522,0.00016620914,1.4011383e-06,3.521339e-06,0.0003486048
0.01270436,1.0085904e-07,0.09191639,1.4374913e-06,0.1636553,0.04504788,0.1396296,1.0661898e-06,0.0004277513,0.546616
3.9243122e-07,0.99439996,0.0006392221,7.956465e-07,7.4842e-05,1.6349803e-07,2.283531e-06,0.0048572463,1.8170973e-05,6.8923714e-06
9.210402e-05,4.9077466e-06,7.670818e-05,0.21960634,1.14143015e-08,0.03479099,1.2496136e-08,0.0166907,0.64234287,0.086395346
0.013876017,0.000735945,0.28119725,0.0006703826,0.004045555,0.38468334,0.022780726,4.2519728e-06,0.28119624,0.010810366
3.209327e-05,7.39194e-07,0.9999498,1.024858e-05,3.6758098e-07,1.6242491e-06,1.2157577e-06,1.5491335e-07,4.4817043e-08,3.75638e-06
7.030069e-05,4.27321e-05,7.0263363e-06,0.21148995,1.9064168e-05,0.27260327,4.9094155e-07,0.0016135423,0.1371614,0.3769923
1.914906e-06,1.0567959e-08,9.921435e-09,1.4606787e-06,9.148365e-06,8.71288e-06,3.3977468e-08,0.00014183052,8.69145e-05,0.99974996
3.7657087e-06,3.0722028e-06,2.1953697e-06,2.0730668e-07,0.9955602,7.963498e-05,9.140875e-05,1.8761386e-05,3.444646e-05,0.0042062597
